cutting_speed,spindle_speed,feed,feed_rate,power_pc ,cooling,material,drill_bit_type,process_time,main_failure,BEF,CCF,FWF,WDF
17.58,466,0.265,124,81.95,50,3,3,32.09,0,0,0,0,0
17.48,464,0.259,120,79.25,50,3,3,32.45,0,0,0,0,0
29.84,791,0.228,181,203.09,75,1,1,21.2,0,0,0,0,0
17.38,461,0.251,116,75.89,50,3,3,33.46,0,0,0,0,0
29.64,786,0.226,178,198.48,75,1,1,19.63,0,0,0,0,0
17.03,452,0.216,98,62.63,25,3,3,32.09,0,0,0,0,0
17.14,455,0.247,112,72.49,50,3,3,31.92,0,0,0,0,0
29.95,794,0.229,182,205.17,75,1,1,19.59,0,0,0,0,0
17.4,461,0.257,119,77.88,50,3,3,33.79,0,0,0,0,0
29.91,793,0.257,204,229.62,100,1,1,17.56,0,0,0,0,0
22.73,603,0.179,108,92.68,50,2,2,35.21,0,0,0,0,0
17.38,461,0.255,118,77.15,50,3,3,31.47,0,0,0,0,0
22.83,606,0.188,114,97.91,50,2,2,34.2,0,0,0,0,0
17.24,457,0.229,136,68.1,25,3,3,30.83,1,0,1,0,0
29.79,790,0.233,184,206.82,75,1,1,20.19,0,0,0,0,0
29.94,794,0.232,184,207.51,75,1,1,20.13,0,0,0,0,0
17.64,468,0.296,138,92.05,75,3,3,33.7,0,0,0,0,0
29.78,790,0.223,176,197.84,75,1,1,19.25,0,0,0,0,0
29.95,794,0.237,188,212.32,75,1,1,20.76,0,0,0,0,0
17.04,452,0.239,108,69.42,25,3,3,31.52,0,0,0,0,0
17.83,473,0.266,126,84.45,50,3,3,32.11,0,0,0,0,0
29.68,787,0.234,236,206.34,75,1,1,19.34,1,0,0,1,0
29.78,790,0.233,184,207.08,75,1,1,19.6,0,0,0,0,0
22.84,606,0.217,131,113.13,75,2,2,35.03,0,0,0,0,0
23,610,0.187,114,98.98,50,2,2,35.41,0,0,0,0,0
22.82,605,0.191,115,99.35,50,2,2,35.58,0,0,0,0,0
22.43,595,0.188,112,94.74,50,2,2,34.91,0,0,0,0,0
22.56,598,0.165,99,83.81,25,2,2,35,0,0,0,0,0
17.35,460,0.242,111,72.88,50,3,3,34.76,0,0,0,0,0
21.76,577,0.119,88,56.57,0,2,2,34.06,1,1,0,0,0
17.47,463,0.268,124,81.66,50,3,3,32.76,0,0,0,0,0
30.24,802,0.257,206,235.06,100,1,1,19.9,0,0,0,0,0
22.09,586,0.157,92,76.37,25,2,2,34.9,0,0,0,0,0
22.47,596,0.178,106,90.1,50,2,2,36.37,0,0,0,0,0
22.84,606,0.191,115,99.4,50,2,2,34.51,0,0,0,0,0
23.12,613,0.211,129,112.63,75,2,2,34.51,0,0,0,0,0
22.97,609,0.209,127,110.28,75,2,2,34.06,0,0,0,0,0
29.53,783,0.217,217,189.02,75,1,1,20.89,1,0,0,1,0
22.52,597,0.192,115,97.46,50,2,2,35.27,0,0,0,0,0
29.39,780,0.223,223,192.91,75,1,1,19.74,1,0,0,1,0
17.34,460,0.254,117,76.49,50,3,3,34.26,0,0,0,0,0
17.68,469,0.29,136,90.68,75,3,3,32.89,0,0,0,0,0
30.45,808,0.287,232,266.16,100,1,1,18.45,0,0,0,0,0
30.57,811,0.274,223,256.54,100,1,1,19.86,0,0,0,0,0
30.15,800,0.248,198,225.48,75,1,1,19.51,0,0,0,0,0
22.82,605,0.186,113,96.79,50,2,2,33.6,0,0,0,0,0
29.79,790,0.252,199,223.81,75,1,1,19.86,0,0,0,0,0
22.98,610,0.221,135,116.61,75,2,2,34.75,0,0,0,0,0
22.45,596,0.187,111,94.04,50,2,2,34.21,0,0,0,0,0
22.63,600,0.183,110,93.74,50,2,2,34.81,0,0,0,0,0
22.99,610,0.202,123,106.89,50,2,2,35.17,0,0,0,0,0
22.59,599,0.174,104,88.9,50,2,2,36.15,0,0,0,0,0
30.11,799,0.273,218,247.73,100,1,1,20.24,0,0,0,0,0
22.52,597,0.185,111,93.91,50,2,2,35.98,0,0,0,0,0
30.08,798,0.247,197,223.71,75,1,1,19.36,0,0,0,0,0
17.23,457,0.237,109,70.49,50,3,3,32.53,0,0,0,0,0
29.3,777,0.2,156,171.89,75,1,1,19.87,0,0,0,0,0
17.16,455,0.256,117,75.4,50,3,3,35.05,0,0,0,0,0
22.39,594,0.173,103,86.7,25,2,2,33.88,0,0,0,0,0
22.49,597,0.177,106,89.67,50,2,2,34.15,0,0,0,0,0
17.07,453,0.226,102,65.79,25,3,3,32.87,0,0,0,0,0
22.51,597,0.166,99,83.98,25,2,2,34.56,0,0,0,0,0
22.23,590,0.157,93,77.78,25,2,2,34.62,0,0,0,0,0
22.83,606,0.188,114,98.19,50,2,2,35.45,0,0,0,0,0
17.12,454,0.222,101,64.99,25,3,3,33.49,0,0,0,0,0
29.7,788,0.227,179,200.23,75,1,1,19.39,0,0,0,0,0
29.99,795,0.244,194,219.2,75,1,1,19.72,0,0,0,0,0
22.59,599,0.176,105,89.72,50,2,2,33.69,0,0,0,0,0
17.61,467,0.262,122,81.18,50,3,3,33.19,0,0,0,0,0
17.44,463,0.251,116,76.21,50,3,3,32.69,0,0,0,0,0
22.57,599,0.176,105,89.53,50,2,3,34.33,1,0,0,0,1
17,451,0.221,100,63.89,25,3,3,34.68,0,0,0,0,0
17.05,452,0.232,105,67.33,25,3,3,34.6,0,0,0,0,0
17.45,463,0.256,119,77.98,50,3,3,32.09,0,0,0,0,0
29.57,784,0.235,185,205.88,75,1,1,18.43,0,0,0,0,0
22.84,606,0.195,118,101.78,50,2,2,33.66,0,0,0,0,0
17.82,473,0.269,127,85.41,50,3,3,32.31,0,0,0,0,0
22.33,592,0.168,100,84.02,25,2,2,33.56,0,0,0,0,0
17.57,466,0.263,123,81.17,50,3,3,33.91,0,0,0,0,0
30.21,801,0.261,209,238.18,100,1,1,22.03,0,0,0,0,0
22.71,602,0.188,113,96.76,50,2,2,35.24,0,0,0,0,0
29.75,789,0.213,168,188.3,75,1,1,19.33,0,0,0,0,0
22.67,601,0.182,109,93.56,50,2,2,36.53,0,0,0,0,0
17.74,471,0.263,124,82.86,50,3,3,33.31,0,0,0,0,0
22.62,600,0.173,104,88.32,50,2,2,34.09,0,0,0,0,0
16.82,446,0.229,133,64.75,25,3,3,32.76,1,0,1,0,0
22.23,590,0.167,98,82.34,25,2,2,35.19,0,0,0,0,0
22.32,592,0.14,83,69.88,0,2,2,35.49,0,0,0,0,0
22.48,596,0.197,117,99.47,50,2,2,35.43,0,0,0,0,0
17.34,460,0.265,122,79.8,50,3,3,34.55,0,0,0,0,0
22.85,606,0.202,123,105.69,50,2,2,34.95,0,0,0,0,0
17.9,475,0.275,131,88.13,75,3,3,33.45,0,0,0,0,0
29.85,792,0.244,194,217.82,75,1,1,20.7,0,0,0,0,0
17.31,459,0.243,111,72.66,50,3,3,33.26,0,0,0,0,0
22.74,603,0.189,114,97.76,50,2,2,32.92,0,0,0,0,0
17.78,472,0.271,128,85.76,50,3,3,31.37,0,0,0,0,0
17.49,464,0.266,123,81.33,50,3,3,34.43,0,0,0,0,0
30.02,796,0.226,180,203.57,75,1,1,21.12,0,0,0,0,0
22.93,608,0.196,119,103.3,50,2,2,35.26,0,0,0,0,0
29.94,794,0.225,178,201.38,75,1,1,18.95,0,0,0,0,0
16.96,450,0.22,99,63.24,25,3,3,30.9,0,0,0,0,0
22.67,601,0.187,112,95.97,50,2,2,34.7,0,0,0,0,0
22.43,595,0.175,104,88.14,50,2,2,33.72,0,0,0,0,0
17.16,455,0.242,110,71.3,50,3,3,33.45,0,0,0,0,0
17.38,461,0.24,111,72.55,50,3,3,31.81,0,0,0,0,0
22.95,609,0.202,123,106.22,50,2,2,35.11,0,0,0,0,0
22.65,601,0.188,113,96.53,50,2,2,35.33,0,0,0,0,0
30.6,812,0.27,219,252.89,100,1,1,19.31,0,0,0,0,0
16.96,450,0.221,99,63.53,25,3,3,32.27,0,0,0,0,0
22.27,591,0.152,90,75.15,25,2,2,34.37,0,0,0,0,0
30.5,809,0.266,215,247.3,100,1,1,19.21,0,0,0,0,0
17.33,460,0.271,124,81.26,50,3,3,33.05,0,0,0,0,0
17.27,458,0.246,113,73.27,50,3,3,32.96,0,0,0,0,0
30.19,801,0.254,204,231.85,100,1,1,18.62,0,0,0,0,0
17.47,463,0.239,111,72.97,50,3,3,33.38,0,0,0,0,0
22.41,594,0.17,101,85.18,25,2,2,34.11,0,0,0,0,0
22.54,598,0.183,109,92.93,50,2,2,33.97,0,0,0,0,0
17.56,466,0.264,123,81.49,50,3,3,31.24,0,0,0,0,0
17.27,458,0.233,107,69.44,25,3,3,31.35,0,0,0,0,0
29.81,791,0.208,164,184.45,75,1,1,19.15,0,0,0,0,0
22.63,600,0.177,106,90.53,50,2,2,35.45,0,0,0,0,0
17.9,475,0.288,137,92.39,75,3,3,33.78,0,0,0,0,0
16.98,450,0.221,100,63.7,25,3,3,32.51,0,0,0,0,0
22.76,604,0.188,114,97.56,50,2,2,35.99,0,0,0,0,0
29.53,783,0.209,164,182.27,75,1,1,19.47,0,0,0,0,0
16.89,448,0.246,110,70.17,50,3,3,34.38,0,0,0,0,0
30.01,796,0.265,211,238.25,100,1,1,19.52,0,0,0,0,0
17.79,472,0.262,124,82.96,50,3,3,34.08,0,0,0,0,0
22.96,609,0.198,121,104.42,50,2,2,35.62,0,0,0,0,0
22.6,600,0.164,99,83.94,25,2,2,35.83,0,0,0,0,0
22.76,604,0.204,123,105.57,50,2,2,35.17,0,0,0,0,0
17.08,453,0.224,101,65.35,25,3,3,32.98,0,0,0,0,0
22.62,600,0.186,111,94.95,50,2,2,34.55,0,0,0,0,0
30.25,802,0.267,214,243.93,100,1,1,19.7,0,0,0,0,0
17.4,462,0.25,115,75.54,50,3,3,36.1,0,0,0,0,0
22.91,608,0.185,113,97.17,50,2,2,32.79,0,0,0,0,0
17.44,463,0.256,119,77.92,50,3,3,32.12,0,0,0,0,0
29.87,792,0.262,207,233.49,100,1,1,20.26,0,0,0,0,0
29.99,795,0.256,203,229.88,100,1,1,20.24,0,0,0,0,0
22.59,599,0.188,113,96.01,50,2,2,34.6,0,0,0,0,0
22.44,595,0.178,106,89.71,50,2,2,36.4,0,0,0,0,0
17.59,467,0.276,129,85.33,50,3,3,33.73,0,0,0,0,0
17.28,458,0.258,118,76.96,50,3,3,33.81,0,0,0,0,0
29.26,776,0.22,171,188.81,75,1,1,21.05,0,0,0,0,0
29.7,788,0.209,211,184.75,75,1,1,18.89,1,0,0,1,0
30.24,802,0.259,207,236.5,100,1,1,20.05,0,0,0,0,0
30.01,796,0.234,186,210.3,75,1,1,19.24,0,0,0,0,0
22.29,591,0.154,91,76.28,25,2,2,35.04,0,0,0,0,0
29.9,793,0.241,191,215.79,75,1,1,20.2,0,0,0,0,0
30.21,801,0.271,217,247.15,100,1,1,19.14,0,0,0,0,0
30,796,0.258,206,232.59,100,1,1,19.38,0,0,0,0,0
30.3,804,0.247,198,226.73,75,1,1,20.35,0,0,0,0,0
22.45,596,0.16,124,80.87,25,2,2,35.14,0,0,0,0,0
17.41,462,0.237,110,72.02,50,3,3,31.75,0,0,0,0,0
22.91,608,0.203,123,106.43,50,2,2,35.6,0,0,0,0,0
17.41,462,0.236,109,71.6,50,3,3,32.86,0,0,0,0,0
29.68,787,0.243,191,213.9,75,1,1,18.55,0,0,0,0,0
17.42,462,0.253,117,76.68,50,3,3,33.28,0,0,0,0,0
29.84,792,0.231,183,205.47,75,1,1,22.02,0,0,0,0,0
22.98,610,0.217,132,114.76,75,2,2,35.98,0,0,0,0,0
17.57,466,0.276,129,85.27,50,3,3,31.68,0,0,0,0,0
17.98,477,0.294,140,94.87,75,3,3,32.21,0,0,0,0,0
29.63,786,0.217,171,190.8,75,1,1,19.79,0,0,0,0,0
22.77,604,0.19,115,98.34,50,2,2,34.39,0,0,0,0,0
22.42,595,0.172,102,86.35,25,2,2,36.18,0,0,0,0,0
29.44,781,0.211,210,182.47,75,1,1,20.21,1,0,0,1,0
17.55,466,0.262,122,80.54,50,3,3,34.8,0,0,0,0,0
22.36,593,0.158,94,79.08,25,2,2,35.16,0,0,0,0,0
18.03,478,0.299,143,97.24,75,3,3,33.72,0,0,0,0,0
22.88,607,0.197,120,103.17,50,2,2,34.74,0,0,0,0,0
30.03,797,0.244,194,219.67,75,1,1,18.58,0,0,0,0,0
30.12,799,0.256,204,232.08,100,1,1,18.64,0,0,0,0,0
16.88,448,0.235,137,66.98,25,3,3,32.92,1,0,1,0,0
22.37,594,0.162,96,81.13,25,2,2,32.84,0,0,0,0,0
30.15,800,0.244,195,222.02,75,1,1,19.57,0,0,0,0,0
22.38,594,0.188,112,94.27,50,2,2,34.79,0,0,0,0,0
22.93,608,0.209,127,109.83,75,2,2,34.52,0,0,0,0,0
22.79,605,0.195,118,101.54,50,2,2,34.32,0,0,0,0,0
23.06,612,0.188,115,99.96,50,2,2,34.64,0,0,0,0,0
17.57,466,0.244,114,75.35,50,3,3,31.77,0,0,0,0,0
17.58,466,0.273,127,84.33,50,3,3,32.39,0,0,0,0,0
29.97,795,0.262,208,235.5,100,1,1,19.76,0,0,0,0,0
17.66,469,0.261,122,81.56,50,3,3,32.56,0,0,0,0,0
17.38,461,0.237,109,71.58,50,3,3,33.86,0,0,0,0,0
22.17,588,0.16,94,78.46,25,2,2,36.11,0,0,0,0,0
22.44,595,0.183,109,92.35,50,2,2,34.46,0,0,0,0,0
17.61,467,0.245,114,75.79,50,3,3,32.46,0,0,0,0,0
17.75,471,0.255,120,80.49,50,3,2,33.54,1,0,0,0,1
30.06,797,0.26,207,234.66,100,1,1,17.26,0,0,0,0,0
22.34,592,0.164,97,81.66,25,2,2,35.43,0,0,0,0,0
17.37,461,0.235,108,71,50,3,3,31.86,0,0,0,0,0
17.39,461,0.24,111,72.72,50,3,3,33.31,0,0,0,0,0
22.81,605,0.186,112,96.71,50,2,2,35.6,0,0,0,0,0
17.33,460,0.247,114,74.14,50,3,3,33.44,0,0,0,0,0
29.97,795,0.239,190,214.96,75,1,1,19.14,0,0,0,0,0
22.14,587,0.146,86,71.65,0,2,2,35.31,0,0,0,0,0
22.53,598,0.177,106,89.63,50,2,2,33.05,0,0,0,0,0
23.11,613,0.199,122,106.21,50,2,2,36.54,0,0,0,0,0
17.53,465,0.278,129,85.38,50,3,3,31.36,0,0,0,0,0
23.07,612,0.208,127,110.45,75,2,2,35.27,0,0,0,0,0
22.92,608,0.218,132,114.5,75,2,2,34.05,0,0,0,0,0
30.81,817,0.281,230,266.59,100,1,1,17.99,0,0,0,0,0
30.15,800,0.246,197,224.02,75,1,1,20.3,0,0,0,0,0
22.78,604,0.169,102,87.55,25,2,2,34.64,0,0,0,0,0
29.36,779,0.203,202,174.73,75,1,1,18.52,0,0,0,0,0
22.3,592,0.154,91,76.46,25,2,2,33.67,0,0,0,0,0
17.26,458,0.254,116,75.67,50,3,3,32.52,0,0,0,0,0
29.65,786,0.245,192,215.1,75,1,1,21.59,0,0,0,0,0
30.11,799,0.236,188,213.63,75,1,1,19.56,0,0,0,0,0
17.78,472,0.275,129,86.78,50,3,3,33.6,0,0,0,0,0
17.2,456,0.235,107,69.42,25,3,3,32.39,0,0,0,0,0
29.79,790,0.236,187,209.53,75,1,1,18.27,0,0,0,0,0
30.09,798,0.247,197,223.29,75,1,1,19.68,0,0,0,0,0
17.26,458,0.252,115,75.11,50,3,3,34.47,0,0,0,0,0
17.8,472,0.271,128,85.81,50,3,3,32.03,0,0,0,0,0
22.31,592,0.168,100,83.72,25,2,2,34.53,0,0,0,0,0
22.47,596,0.179,107,90.32,50,2,2,35.55,0,0,0,0,0
17.49,464,0.253,117,77.29,50,3,3,34.19,0,0,0,0,0
22.15,588,0.145,85,71.38,0,2,2,36.02,0,0,0,0,0
17.72,470,0.262,123,82.17,50,3,3,31.26,0,0,0,0,0
29.96,795,0.248,197,222.73,75,1,1,20.29,0,0,0,0,0
17.16,455,0.221,100,64.96,25,3,3,32.99,0,0,0,0,0
30.02,796,0.235,187,212.02,75,1,1,19.98,0,0,0,0,0
22.05,585,0.142,83,69.21,0,2,2,35.01,0,0,0,0,0
30.21,801,0.251,201,229.15,75,1,1,18.47,0,0,0,0,0
22.66,601,0.183,110,93.88,50,2,2,35.71,0,0,0,0,0
23.04,611,0.209,128,111.1,75,2,2,34.6,0,0,0,0,0
30.16,800,0.244,196,222.33,75,1,1,19.3,0,0,0,0,0
17.35,460,0.257,118,77.41,50,3,3,33.73,0,0,0,0,0
17.33,460,0.246,113,74.04,50,3,3,33.23,0,0,0,0,0
22.6,599,0.173,104,88.44,50,2,2,33.55,0,0,0,0,0
22.3,592,0.169,130,83.95,25,2,2,35.23,1,0,1,0,0
22.66,601,0.167,100,85.68,25,2,2,33.8,0,0,0,0,0
22.64,601,0.185,111,94.71,50,2,2,34.45,0,0,0,0,0
22.21,589,0.169,99,83.17,25,2,2,34.18,0,0,0,0,0
22.76,604,0.19,114,98.18,50,2,2,35.48,0,0,0,0,0
30.18,801,0.237,190,215.77,75,1,1,19.96,0,0,0,0,0
29.71,788,0.22,173,193.97,75,1,1,21.22,0,0,0,0,0
22.96,609,0.184,112,96.72,50,2,2,35,0,0,0,0,0
30.27,803,0.254,204,232.89,100,1,1,20.45,0,0,0,0,0
22.97,609,0.203,124,107.02,50,2,2,34.79,0,0,0,0,0
17.35,460,0.256,118,77.21,50,3,3,34.11,0,0,0,0,0
29.6,785,0.232,182,202.9,75,1,1,20.33,0,0,0,0,0
22.58,599,0.187,112,95.42,50,2,2,35.31,0,0,0,0,0
22.67,601,0.187,112,96.03,50,2,2,34.35,0,0,0,0,0
22.72,603,0.173,104,89.41,50,2,2,36.32,0,0,0,0,0
30.02,796,0.233,186,210.08,75,1,1,19.3,0,0,0,0,0
22.7,602,0.197,119,101.41,50,2,2,34.57,0,0,0,0,0
17.57,466,0.26,121,80.36,50,3,3,32.53,0,0,0,0,0
17.16,455,0.224,102,66.13,25,3,3,32.81,0,0,0,0,0
17.45,463,0.274,127,83.35,50,3,3,31.39,0,0,0,0,0
22.67,601,0.184,111,94.52,50,2,2,35.86,0,0,0,0,0
17.6,467,0.261,122,80.87,50,3,3,31.58,0,0,0,0,0
17.58,466,0.26,121,80.34,50,3,3,32.52,0,0,0,0,0
30.27,803,0.256,205,234.3,100,1,1,20.88,0,0,0,0,0
22.42,595,0.192,114,96.29,50,2,2,36.84,0,0,0,0,0
17.19,456,0.24,109,70.8,50,3,3,32.91,0,0,0,0,0
30.09,798,0.247,197,223.7,75,1,1,19.69,0,0,0,0,0
17.42,462,0.252,116,76.47,50,3,3,33.32,0,0,0,0,0
21.91,581,0.136,79,65.14,0,2,2,34.66,1,1,0,0,0
29.95,794,0.232,185,208.37,75,1,1,20.86,0,0,0,0,0
22.77,604,0.172,104,89.23,50,2,2,36.08,0,0,0,0,0
22.49,596,0.167,100,84.39,25,2,2,35.93,0,0,0,0,0
30.22,802,0.263,211,240.69,100,1,1,19.5,0,0,0,0,0
17.5,464,0.259,120,79.46,50,3,3,32.65,0,0,0,0,0
29.71,788,0.231,182,203.81,75,1,1,18.85,0,0,0,0,0
17.56,466,0.271,126,83.54,50,3,3,32.78,0,0,0,0,0
22.53,598,0.19,114,96.47,50,2,2,34.45,0,0,0,0,0
30.37,806,0.275,221,253.39,100,1,1,19.95,0,0,0,0,0
29.76,790,0.235,186,208.29,75,1,1,20.33,0,0,0,0,0
17.03,452,0.238,107,68.92,25,3,3,34.57,0,0,0,0,0
30.04,797,0.243,194,219.17,75,1,1,19.16,0,0,0,0,0
22.4,594,0.164,97,82.16,25,2,2,35,0,0,0,0,0
16.88,448,0.209,122,59.5,0,3,3,32.63,0,0,0,0,0
29.63,786,0.217,218,190.22,75,1,1,22.05,1,0,0,1,0
22.71,602,0.166,100,85.34,25,2,2,35.92,0,0,0,0,0
29.98,795,0.226,179,202.64,75,1,1,19.6,0,0,0,0,0
22.61,600,0.182,109,93.23,50,2,2,36.01,0,0,0,0,0
22.77,604,0.188,114,97.7,50,2,2,34.94,0,0,0,0,0
22.69,602,0.195,117,100.12,50,2,2,34.42,0,0,0,0,0
17.53,465,0.266,124,81.62,50,3,3,33.56,0,0,0,0,0
29.72,788,0.23,182,203.6,75,1,1,18.96,0,0,0,0,0
29.98,795,0.229,182,205.63,75,1,1,19.71,0,0,0,0,0
17.85,473,0.266,126,84.66,50,3,3,31.48,0,0,0,0,0
29.96,795,0.26,206,233.01,100,1,1,19.77,0,0,0,0,0
17.52,465,0.256,119,78.48,50,3,3,31.41,0,0,0,0,0
30.28,803,0.276,221,252.68,100,1,1,19.1,0,0,0,0,0
22.52,597,0.192,114,97.17,50,2,2,37.21,0,0,0,0,0
17.67,469,0.283,132,88.26,75,3,3,33.76,0,0,0,0,0
22.94,609,0.203,123,106.68,50,2,2,33.48,0,0,0,0,0
22.24,590,0.17,100,83.92,25,2,2,33.58,0,0,0,0,0
30.17,800,0.244,196,222.41,75,1,1,19.53,0,0,0,0,0
22.75,603,0.187,113,96.73,50,2,2,35.56,0,0,0,0,0
17.56,466,0.262,122,80.83,50,3,3,31.79,0,0,0,0,0
23.01,610,0.186,113,98.42,50,2,2,37.01,0,0,0,0,0
17.64,468,0.27,126,84.09,50,3,3,34.4,0,0,0,0,0
29.92,794,0.227,180,203.35,75,1,1,19.5,0,0,0,0,0
22.8,605,0.175,106,91.05,50,2,2,36.41,0,0,0,0,0
30.27,803,0.265,213,242.78,100,1,1,20.27,0,0,0,0,0
22.17,588,0.157,93,77.39,25,2,2,34.78,0,0,0,0,0
22.79,605,0.19,115,98.48,50,2,2,34.13,0,0,0,0,0
17.07,453,0.245,111,71.28,50,3,3,33.79,0,0,0,0,0
23,610,0.199,122,105.38,50,2,2,33.47,0,0,0,0,0
22.75,603,0.194,117,100.35,50,2,2,33.39,0,0,0,0,0
18.03,478,0.297,142,96.4,75,3,3,32.58,0,0,0,0,0
22.53,598,0.177,106,89.69,50,2,2,35.46,0,0,0,0,0
30.05,797,0.265,211,239.62,100,1,1,19.82,0,0,0,0,0
17.79,472,0.286,135,90.49,75,3,3,33.82,0,0,0,0,0
17.5,464,0.269,125,82.49,50,3,3,32.22,0,0,0,0,0
29.42,780,0.201,157,174.25,75,1,1,19.18,0,0,0,0,0
30.08,798,0.248,198,224.53,75,1,2,18.51,1,0,0,0,1
17.74,471,0.27,127,85.02,50,3,3,32.52,0,0,0,0,0
30.63,812,0.263,213,246.48,100,1,1,18.18,0,0,0,0,0
17.53,465,0.264,123,81.13,50,3,3,34.07,0,0,0,0,0
30,796,0.248,198,223.49,75,1,1,19.78,0,0,0,0,0
17.88,474,0.274,130,87.62,50,3,3,33.09,0,0,0,0,0
16.98,450,0.237,107,68.18,25,3,3,32.78,0,0,0,0,0
29.79,790,0.238,188,211.26,75,1,1,19.94,0,0,0,0,0
22.69,602,0.197,118,101.27,50,2,2,34.83,0,0,0,0,0
30.07,798,0.26,208,235.4,100,1,1,17.99,0,0,0,0,0
30.22,802,0.246,197,224.63,75,1,1,19.1,0,0,0,0,0
22.99,610,0.193,118,101.96,50,2,2,34.32,0,0,0,0,0
30.26,803,0.262,210,239.51,100,1,1,19.68,0,0,0,0,0
17.31,459,0.243,112,72.95,50,3,3,33.25,0,0,0,0,0
17.09,453,0.228,104,66.7,25,3,3,33.93,0,0,0,0,0
17.31,459,0.252,116,75.49,50,3,3,32.68,0,0,0,0,0
30.66,813,0.266,217,250.49,100,1,1,20.3,0,0,0,0,0
30.55,810,0.291,236,271.57,100,1,1,20.25,0,0,0,0,0
30.07,798,0.229,183,207.46,75,1,1,21.1,0,0,0,0,0
17.5,464,0.247,115,75.63,50,3,3,31.99,0,0,0,0,0
22.64,601,0.166,99,84.84,25,2,2,33.61,0,0,0,0,0
16.97,450,0.213,96,61.29,25,3,3,32.18,0,0,0,0,0
17.06,452,0.23,104,67.02,25,3,3,31.87,0,0,0,0,0
17.7,470,0.29,136,90.86,75,3,3,34.72,0,0,0,0,0
29.85,792,0.25,198,222.73,75,1,1,20.01,0,0,0,0,0
17.58,466,0.245,114,75.67,50,3,3,33.64,0,0,0,0,0
17.41,462,0.248,115,75.21,50,3,3,32.48,0,0,0,0,0
22.07,585,0.144,84,70.12,0,2,2,35.2,0,0,0,0,0
22.44,595,0.172,103,86.77,25,2,2,34.61,0,0,0,0,0
22.53,598,0.163,98,82.86,25,2,2,36.24,0,0,0,0,0
22.58,599,0.176,106,89.89,50,2,2,33.83,0,0,0,0,0
17.38,461,0.257,118,77.59,50,3,3,32.61,0,0,0,0,0
29.57,784,0.209,210,182.64,75,1,1,18.59,1,0,0,1,0
23.01,610,0.21,128,111.28,75,2,2,35.69,0,0,0,0,0
22.68,601,0.186,112,95.38,50,2,2,35.19,0,0,0,0,0
17.35,460,0.26,120,78.2,50,3,3,32.88,0,0,0,0,0
17.19,456,0.233,106,68.72,25,3,3,32.33,0,0,0,0,0
22.67,601,0.186,112,95.76,50,2,2,34.87,0,0,0,0,0
17.48,464,0.251,116,76.62,50,3,3,33.42,0,0,0,0,0
29.74,789,0.237,187,209.24,75,1,1,21.05,0,0,0,0,0
30.27,803,0.266,214,244.24,100,1,1,18.84,0,0,0,0,0
22.9,607,0.187,113,97.84,50,2,2,35.88,0,0,0,0,0
22.48,596,0.172,103,86.9,25,2,2,35.61,0,0,0,0,0
23.21,616,0.217,134,117.06,75,2,2,35.28,0,0,0,0,0
17.63,468,0.272,127,84.4,50,3,2,30.85,1,0,0,0,1
22.26,590,0.149,88,73.66,0,2,1,35.56,1,0,1,0,1
22.31,592,0.165,97,81.95,25,2,2,35.08,0,0,0,0,0
29.72,788,0.231,182,204.24,75,1,1,18.48,0,0,0,0,0
17.53,465,0.256,119,78.71,50,3,3,33.79,0,0,0,0,0
17.6,467,0.261,122,80.72,50,3,3,30.82,0,0,0,0,0
17.58,466,0.243,113,75.13,50,3,3,33.19,0,0,0,0,0
22.76,604,0.201,122,104.31,50,2,2,33.54,0,0,0,0,0
22.26,590,0.161,95,80.01,25,2,2,35.17,0,0,0,0,0
29.93,794,0.233,185,208.85,75,1,1,20,0,0,0,0,0
17.51,465,0.248,115,75.93,50,3,3,31.95,0,0,0,0,0
22.6,600,0.155,93,79.04,25,2,2,35.34,0,0,0,0,0
30.24,802,0.273,219,249.89,100,1,1,20,0,0,0,0,0
17,451,0.26,117,75.13,50,3,3,32.61,0,0,0,0,0
17.26,458,0.25,114,74.43,50,3,3,33.69,0,0,0,0,0
17.41,462,0.261,121,79.17,50,3,3,32.36,0,0,0,0,0
22.31,592,0.178,105,88.52,50,2,2,35.48,0,0,0,0,0
22.93,608,0.186,113,97.67,50,2,2,34.76,0,0,0,0,0
17.6,467,0.267,125,82.79,50,3,3,33.31,0,0,0,0,0
22.46,596,0.144,86,72.74,0,2,2,34.75,0,0,0,0,0
17.54,465,0.271,126,83.25,50,3,3,33.66,0,0,0,0,0
17.8,472,0.275,130,87.01,50,3,3,33.05,0,0,0,0,0
17.57,466,0.25,117,77.22,50,3,3,33.43,0,0,0,0,0
22.46,596,0.161,96,81.39,25,2,2,35.82,0,0,0,0,0
30.41,807,0.251,203,232.3,100,1,1,20.04,0,0,0,0,0
23.29,618,0.236,146,128.11,75,2,2,36.83,0,0,0,0,0
17.6,467,0.262,122,81.07,50,3,3,33.62,0,0,0,0,0
17.18,456,0.221,101,65.11,25,3,3,30.44,0,0,0,0,0
29.97,795,0.215,171,193.11,75,1,1,21.05,0,0,0,0,0
23.28,617,0.203,125,109.81,75,2,2,35.05,0,0,0,0,0
29.91,793,0.247,196,220.63,75,1,1,18.89,0,0,0,0,0
17.25,458,0.253,116,75.31,50,3,3,32.26,0,0,0,0,0
17.89,475,0.291,138,93.3,75,3,3,31.66,0,0,0,0,0
