cutting_speed,spindle_speed,feed,feed_rate,power_pc ,cooling,material,drill_bit_type,process_time,Predicted,Actual
-4.9179983,-0.4718269,-1.1076008,2.9225037,-0.20272918,-0.6607406,0.0,0.27508613,-0.76891273,0,0
-0.54141945,-0.631805,0.63523227,1.4032031,-0.8344487,-1.2548075,0.0,0.22007467,-1.1855218,0,0
-0.79893833,-0.73602426,-0.028267676,-1.0392148,-0.21215113,-0.48187009,0.0,-1.0106392,-0.8543836,0,0
-0.20450936,-0.9350754,0.3351295,-2.5212417,0.40345323,-0.238789,0.0,-1.3951539,-0.79091245,0,0
-0.019719737,-0.65665,0.34617922,-0.66609603,-1.009441,-1.2361242,0.0,-0.32272536,-1.2383986,0,0
-0.70473117,0.3827843,-0.47767228,-2.891063,-0.5623112,0.095778555,0.0,-1.2478236,-0.09781833,0,0
-0.25554413,-1.0015662,0.37008858,-3.2800677,0.94285643,0.13333957,0.0,-1.7532954,0.17043139,0,0
0.09025002,-0.5807294,1.1473951,4.879987,2.4795842,3.1539264,0.0,-0.8220786,0.076258436,1,1
-0.1795807,0.46568444,-2.6546876,-1.1915166,0.570359,-0.46420565,0.0,-1.7303051,-0.39471188,0,0
-0.75295836,-0.73824334,-0.33287397,-1.1855997,-0.12196083,-0.5294309,0.0,-0.57712466,-0.79658866,0,0
-0.39288324,0.42373243,-0.07253057,-2.6263173,-0.7910753,0.06445102,0.0,-0.8814141,0.08806628,0,0
-2.5703993,-0.5472408,0.19279096,0.5188657,-0.87715125,-1.1950047,0.0,-0.45036414,-1.6535044,0,0
-0.55635214,0.6002886,-1.0541387,-1.8183383,-0.48169246,-0.40460002,0.0,-1.0838423,-0.21995011,0,0
-4.1707554,-0.41758156,-1.0747249,3.081825,-0.6580137,-1.0785556,0.0,0.35633168,-0.7615699,0,0
-0.146867,-2.9179127,0.2182695,-2.5167215,0.34738225,0.9345915,0.0,-1.2990286,-0.23318231,0,0
-0.3292747,0.47720322,-1.2966896,-1.0897111,-0.41331595,-0.45039856,0.0,-1.5357264,-1.0048386,0,0
-2.5703993,-0.5472408,0.19279096,0.5188657,-0.87715125,-1.1950047,0.0,-0.45036414,-1.6535044,0,0
-4.9179983,-0.4718269,-1.1076008,2.9225037,-0.20272918,-0.6607406,0.0,0.27508613,-0.76891273,0,0
-0.27719733,-0.97172093,0.4107212,-2.210522,0.15205972,-0.3570347,0.0,-1.2965356,-0.7035322,0,0
-0.19057699,0.45003283,-2.2261,-1.2824641,-0.116835296,-0.45716843,0.0,-1.6047285,-1.1113268,0,0
-2.539808,-0.464636,-0.66433233,0.97323847,-0.7372935,-1.1653584,0.0,-0.25207242,-1.6870922,0,0
-0.3156411,0.49200365,-1.9734418,-1.1200275,-0.7122645,-0.47077093,0.0,-1.4885858,-0.26123378,0,0
-2.5907931,-0.5472408,0.042201217,0.60656047,-0.87715125,-1.1950047,0.0,-0.4460301,-1.6633593,0,0
-2.5529845,-0.53350484,-0.12448612,0.58957726,-0.8599811,-1.1950047,0.0,-0.41480085,-1.6633593,0,0
-2.5529845,-0.53552693,-0.06433657,0.59142685,-0.8599811,-1.1950047,0.0,-0.39105132,-1.6633593,0,0
-0.30941445,0.42742646,-2.2565072,-1.1506544,0.006845746,-0.52321273,0.0,-1.7985591,-0.65972596,0,0
-0.16241996,0.51032823,-1.937875,-1.1803464,-0.17401022,-0.4780023,0.0,-1.4875501,-0.30425623,0,0
-0.21639462,0.3270532,-2.4847033,-0.51777214,0.57214355,-1.149808,0.0,-1.7138848,-0.9835608,0,0
-0.30841658,-0.84795904,0.19190568,-1.8322353,0.08938742,-0.37031364,0.0,-1.2961826,-0.0979045,0,0
-0.08892015,-0.7920475,0.3054286,-3.3238857,0.7069365,0.018699642,0.0,-1.7456084,-0.1984763,0,0
-0.401985,0.5345378,-1.2155242,-1.6335274,-0.42980528,-0.404541,0.0,-1.2929444,-0.2960096,0,0
-0.1594396,-0.7655441,-0.12597863,-0.62881356,-0.91979486,-1.017095,0.0,-1.1506367,-0.058250956,0,0
-0.5922466,-0.83841074,0.3021187,-2.4934359,0.28866604,-0.238789,0.0,-1.2037135,-0.72549194,0,0
-2.5166554,-0.52871585,-0.26265338,1.021823,-0.75407743,-1.1131759,0.0,-0.33390465,-1.0381645,0,0
-0.25435913,0.44124287,-2.1105728,0.67196786,0.5306625,-1.3279358,0.0,-1.4967809,-1.6017635,0,0
-0.21402262,-0.9921454,0.33479625,-2.5026689,0.4093868,-0.23872997,0.0,-1.3882881,-1.079304,0,0
-0.6570088,-0.80622077,0.305475,-2.0768769,0.2304837,-0.35348684,0.0,-1.2894548,-0.70810527,0,0
-0.26714134,0.3170218,-2.4329,-0.34527546,0.5742284,-1.1507182,0.0,-1.8148689,-1.3617405,0,0
-0.28596634,0.48731932,-2.021414,-1.1147197,-0.03547088,-0.46900937,0.0,-1.73173,-0.409746,0,0
-0.11790226,-0.74646264,0.25114927,-0.12833612,-0.97867817,-1.2207689,0.0,-0.57732785,-1.4853194,0,0
-0.25227672,0.46846184,-2.4010832,-1.0920572,-0.03602346,-0.46900937,0.0,-1.7580903,-0.41642755,0,0
-0.14201127,-0.9817598,0.3562055,-3.3106651,0.82344466,0.033926636,0.0,-1.8231306,-0.22227551,0,0
-0.3216552,0.5359157,-1.1499788,-1.0648338,-0.6550184,-0.47233748,0.0,-1.265714,-0.15866199,0,0
-0.96179223,-0.6276389,-0.47533888,0.9248912,-0.793748,-1.3508537,0.0,0.17490886,-1.0296651,0,0
-0.74452275,-0.6646105,-0.35118482,0.22092485,-0.4892318,-1.2211497,0.0,-0.3819331,-0.71250844,0,0
-0.16613631,-1.0510088,0.3542698,-3.3423193,0.7360309,0.035247907,0.0,-1.771279,-0.3259075,0,0
-0.56845635,0.40640548,-0.48429874,-2.857987,-0.6015171,0.09679754,0.0,-1.3082346,-1.0025815,0,0
-0.31957388,0.5011137,-1.3338907,-1.0878981,-0.6618099,-0.46199784,0.0,-1.5262108,-0.379608,0,0
-2.5882392,-0.5472408,0.27104786,0.5215145,-0.8854024,-1.1950047,0.0,-0.5243692,-1.6343141,0,0
-0.4549361,0.4831291,-1.1030936,-1.5895824,-0.4589698,-0.38416862,0.0,-1.4556577,-1.5303872,0,0
-2.5529845,-0.53350484,-0.12448612,0.58957726,-0.8599811,-1.1950047,0.0,-0.41480085,-1.6633593,0,0
-0.11603699,-0.65665,0.34617922,-0.6881954,-1.009441,-1.2361242,0.0,-0.37482643,-1.2776866,0,0
-0.35356417,-0.74646264,0.34851274,-0.13521598,-0.98692936,-1.2393821,0.0,-0.56773376,-1.322871,0,0
-0.4280458,0.5069859,-1.1036465,-1.7146524,-0.48840445,-0.375486,0.0,-1.0951703,-0.49664626,0,0
-4.9179983,-0.4718269,-1.1076008,2.9225037,-0.20272918,-0.6607406,0.0,0.27508613,-0.76891273,0,0
-0.16117045,-0.7477675,0.09424101,-0.054450803,-0.95269656,-1.1668723,0.0,-0.49948028,-0.94224817,0,0
-2.5529845,-0.53552693,-0.06433657,0.59142685,-0.8599811,-1.1950047,0.0,-0.39105132,-1.6633593,0,0
0.029573325,-0.74747443,0.13168965,-2.6775005,0.27827573,0.118157506,0.0,-1.0578834,-0.5255765,0,0
-0.5642446,0.62495357,-1.2388425,-1.6725243,-0.47301108,-0.39420134,0.0,-1.3276142,-0.465366,0,0
-0.18402378,-1.0778064,0.52876633,-3.3146996,0.7763845,0.035247907,0.0,-1.7609394,-0.31947315,0,0
0.95602155,6.44856,0.5704665,-0.15656829,-0.43844488,2.7167757,0.0,0.6553657,-0.26317754,1,1
-2.5703993,-0.5472408,0.19279096,0.5188657,-0.87715125,-1.1950047,0.0,-0.45036414,-1.6535044,0,0
3.0942345,0.09194115,0.688458,8.004289,-0.26578707,-0.39809528,0.0,1.5306846,-0.31402513,1,1
-0.228093,-0.7649418,0.3157986,-2.5446684,0.6113847,-0.23325303,0.0,-1.7149724,-0.78113824,0,0
2.5371428,-0.6004347,0.6487284,7.9282174,-0.28684664,-0.41521996,0.0,0.9055363,-0.41273215,1,1
-0.64603317,0.38074443,-0.20641603,-2.9391754,-0.5179548,0.095778555,0.0,-1.1011095,-0.30741903,0,0
-2.5529845,-0.53350484,-0.12448612,0.58957726,-0.8599811,-1.1950047,0.0,-0.41480085,-1.6633593,0,0
-0.24969329,0.34038523,-2.4634125,-1.2122887,0.47867042,-0.4532628,0.0,-1.6640594,-1.1133299,0,0
-4.1707554,-0.41758156,-1.0696474,3.0816748,-0.6595734,-1.078676,0.0,0.36140904,-0.7698944,0,0
-0.41050476,0.49442625,-0.97696286,-1.6095068,-0.4589698,-0.38416862,0.0,-1.4300789,-1.5208424,0,0
-2.5703993,-0.5472408,0.19279096,0.5188657,-0.87715125,-1.1950047,0.0,-0.45036414,-1.6535044,0,0
-0.22487123,0.3176754,-2.3938327,-1.1530038,0.00945241,-0.45806655,0.0,-1.6116825,-0.7490058,0,0
-0.23303518,-1.1921477,0.21880797,-2.6886861,0.36914957,0.14047195,0.0,-1.7407953,-0.60822624,0,0
-0.5197896,0.62989557,-1.2397045,-1.7011598,-0.49535468,-0.39420134,0.0,-1.309076,-0.50541264,0,0
-0.21000503,-0.92908704,0.3193084,-2.3206103,0.27411082,-0.35734242,0.0,-1.3944792,-0.7993247,0,0
-3.4350567,-0.45137796,-1.0440724,2.1563091,-0.6889426,-1.0991505,0.0,0.14566262,-0.9040281,0,0
-0.7417376,-0.69285834,0.0073776534,-1.1074545,-0.1709693,-0.48946047,0.0,-1.0026153,-0.7255026,0,0
-2.3743515,-0.5368318,-0.032673463,0.66291106,-0.8328073,-1.0057718,0.0,-1.1779455,0.063451245,0,0
-2.5703993,-0.5472408,0.19279096,0.5188657,-0.87715125,-1.1950047,0.0,-0.45036414,-1.6535044,0,0
-2.5412095,-0.52741104,-0.29033476,1.0175449,-0.76288897,-1.1670727,0.0,-0.39458236,-1.6698962,0,0
-2.5412095,-0.522844,-0.08462728,1.0728406,-0.76288897,-1.1670727,0.0,-0.38252154,-1.6633593,0,0
-0.19204526,-2.5602562,1.2030418,-2.5307317,0.04587993,0.76399,0.0,-0.8718787,-0.40575898,0,0
-0.503444,0.5498586,-0.46484637,-2.8316183,-0.60872674,0.11673601,0.0,-0.92743,0.13314688,0,0
-2.361175,-0.50099194,-0.3731378,1.0730495,-0.73571515,-0.9761255,0.0,-1.1658714,0.044932164,0,0
-0.567526,-0.59603363,0.4977969,1.151982,-0.888384,-1.2967067,0.0,0.30837855,-1.1967242,0,0
-2.5412095,-0.52741104,-0.29033476,1.0175449,-0.76288897,-1.1670727,0.0,-0.39458236,-1.6698962,0,0
-2.5412095,-0.52741104,-0.29033476,1.0175449,-0.76288897,-1.1670727,0.0,-0.39458236,-1.6698962,0,0
-0.3108573,-0.6122855,-0.29117042,-1.1369653,-0.1364107,-0.4833019,0.0,-0.46107665,-0.57969934,0,0
-0.26699767,-0.9921454,0.40585983,-2.5620766,0.36368114,-0.23872997,0.0,-1.390181,-0.83516306,0,0
-0.14201127,-0.97231996,0.3562055,-3.3106651,0.82344466,0.033926636,0.0,-1.8231306,-0.24886547,0,0
-2.5640638,-0.5472408,0.008201288,0.5884727,-0.8599811,-1.1950047,0.0,-0.433194,-1.668007,0,0
-0.5377901,-0.82127786,0.36402613,-2.4201035,0.66021633,-0.18973091,0.0,-1.5623606,-1.0357094,0,0
-2.5703993,-0.5472408,0.14209923,0.5188657,-0.87715125,-1.1950047,0.0,-0.45036414,-1.6707225,0,0
-0.4508977,0.41460255,-0.90501535,-1.8666607,-0.40600118,-0.38416862,0.0,-1.261782,-0.728031,0,0
-0.4293055,0.41233245,-0.9677262,-1.7372698,-0.44872254,-0.38257462,0.0,-1.1846703,-0.54860663,0,0
-0.38705274,-1.2541455,0.08037142,-2.7573333,-0.21218647,0.14342275,0.0,-1.7125245,-0.59787613,0,0
-0.7374627,-0.7517382,0.12954766,-1.4882864,0.0796626,-0.4023557,0.0,-1.1637363,-0.61611176,0,0
-4.1827917,-0.4188864,-1.0702997,2.964216,-0.6580137,-1.0785556,0.0,0.3792883,-0.6580016,0,0
-2.5640638,-0.5472408,0.2098404,0.59053373,-0.87715125,-1.1950047,0.0,-0.45036414,-1.6450528,0,0
-2.5529845,-0.53350484,-0.12448612,0.58957726,-0.8599811,-1.1950047,0.0,-0.41480085,-1.6633593,0,0
-0.7196816,-0.6185133,-0.45939967,0.3102773,-0.5302474,-1.2252074,0.0,-0.502579,-0.548422,0,0
-0.3040985,0.39289525,-2.2931197,-1.1047674,-0.0225873,-0.45897666,0.0,-1.748273,-0.84521526,0,0
3.2254894,0.08167383,0.2909049,7.47606,-0.8790473,-0.5111313,0.0,1.9309933,-0.42040917,1,1
-0.3351916,-1.1504042,0.5193486,-3.2519975,0.93751276,0.05871096,0.0,-1.7897291,-0.32436585,0,0
-0.6095333,-0.5321979,-0.3683911,-0.019037776,-0.44504032,-1.2684216,0.0,0.32823908,-0.4314985,0,0
-2.5882392,-0.5472408,0.2540214,0.5220387,-0.87715125,-1.1950047,0.0,-0.51611805,-1.6343141,0,0
-0.35202226,-1.0352988,0.37615195,-3.3032112,0.89415026,0.032721817,0.0,-1.727627,-0.122308776,0,0
-0.21000503,-0.92908704,0.3193084,-2.3206103,0.27411082,-0.35734242,0.0,-1.3944792,-0.7993247,0,0
-0.27724397,0.46953908,-2.6186197,-1.1036737,0.5883186,-0.5368061,0.0,-1.7663002,-0.33417803,0,0
-0.73644996,-0.7020261,-0.14216933,-1.0564264,-0.20065118,-0.4799769,0.0,-1.005941,-0.7568923,0,0
0.017309148,-0.18036589,-1.7504102,3.7350917,0.17025161,-0.16915108,0.0,7.954656,0.32316756,1,1
-0.2737147,-1.218912,0.12544851,-2.8068938,-0.31627816,0.14607427,0.0,-1.6654211,-0.21102941,0,0
-0.22137494,0.31574026,-2.3559794,-1.1863917,-0.06279131,-0.45897666,0.0,-1.6648301,-1.1517936,0,0
-2.4425602,-0.58882385,-0.2874164,0.13135028,-0.79564154,-1.1849662,0.0,-0.10881973,-1.7429284,0,0
-0.61231506,0.49749938,-0.8019752,-1.6615117,-0.9592724,-0.02177155,0.0,-1.0303447,0.063274086,0,0
-0.22600509,0.50154907,-2.4203198,-1.103569,-0.0930314,-0.47934902,0.0,-1.5673937,-0.31078896,0,0
-4.6257105,-0.47313175,-1.1379732,2.1856608,-0.19484444,-0.5998318,0.0,0.21576346,0.09078599,0,0
-2.5907931,-0.5472408,0.009921925,0.60449946,-0.8599811,-1.1950047,0.0,-0.42885992,-1.6633593,0,0
-0.4936735,0.4243857,-0.83230907,-2.1043472,-0.45212787,-0.32350937,0.0,-1.1754146,-0.54860663,0,0
-0.18011823,-0.9383396,0.035827413,-2.543237,-0.2950978,0.014837753,0.0,-1.6373165,-0.27206203,0,0
-0.13092373,-2.6921387,0.25935155,-2.503587,0.3792941,0.9324437,0.0,-1.2832092,-0.30195832,0,0
-0.35045993,0.4912832,-1.229361,-1.124391,-0.66599846,-0.44859034,0.0,-1.3926222,-1.0776976,0,0
-2.5412095,-0.52741104,-0.29033476,1.0175449,-0.76288897,-1.1670727,0.0,-0.39458236,-1.6698962,0,0
-0.20298637,-1.1944401,0.18527181,-2.8795793,0.14404336,0.1540242,0.0,-1.7969222,-0.27238712,0,0
-0.2023985,0.32059276,-2.3258142,-1.1456444,0.011537239,-0.45806655,0.0,-1.6518809,-0.9624811,0,0
-0.22487123,0.30595016,-2.4225485,-1.1734946,-0.06487614,-0.45806655,0.0,-1.5588125,-0.59098566,0,0
-0.37951857,0.32572195,-0.23137845,-2.7615254,-0.5240794,0.094749585,0.0,-0.9302656,0.3191275,0,0
-0.36148757,0.38821,-0.89383876,-1.1263609,-0.65949804,-0.45196512,0.0,-1.4897001,-1.584726,0,0
-0.21007578,-0.9250457,0.33557084,-2.424778,0.42973694,-0.2981102,0.0,-1.394473,-0.7170797,0,0
-0.20453064,-0.7653808,-0.16115548,-0.63322616,-1.174502,-1.1179674,0.0,-0.45630133,-0.66607153,0,0
-0.7674735,-0.80248034,0.4019154,-1.6983311,-0.018280048,-0.35387474,0.0,-1.0720353,-0.7026058,0,0
-4.1707554,-0.41758156,-1.0696474,3.0816748,-0.6595734,-1.078676,0.0,0.36140904,-0.7698944,0,0
-0.25108498,0.34632295,-1.5409182,-1.0808195,-0.6214917,-0.45039856,0.0,-1.3947369,-1.0481898,0,0
2.6679816,-0.14682475,0.4851085,-0.32608995,-0.49946874,-0.34784886,0.0,6.521557,0.94454896,1,1
-2.5703993,-0.5472408,0.19279096,0.5188657,-0.87715125,-1.1950047,0.0,-0.45036414,-1.6535044,0,0
-0.037845053,0.09362337,-0.18013273,-0.6773344,-0.93026865,-1.1703149,0.0,0.7438625,-0.71571636,0,0
0.18178493,-0.58625543,0.6784428,6.012457,2.3965456,3.3312888,0.0,-0.7566272,-0.43046382,1,1
-2.539808,-0.4996871,-0.40480092,1.0015653,-0.76288897,-1.1653584,0.0,-0.3789777,-1.6818784,0,0
-0.44727635,-0.050475866,-0.34292173,-1.8887775,-0.6191231,1.7574261,0.0,-0.33621797,-1.2927269,0,0
-0.69729006,-0.67313707,-0.3560328,0.20651683,-0.4669774,-1.2252074,0.0,-0.5091009,-1.0083485,0,0
-2.5703993,-0.5472408,0.19279096,0.5188657,-0.87715125,-1.1950047,0.0,-0.45036414,-1.6535044,0,0
-0.35951608,0.37235546,-1.1512771,-1.6579312,-0.44397265,-0.38416862,0.0,-1.329406,-1.0817231,0,0
-2.5529845,-0.53350484,-0.12448612,0.58957726,-0.8599811,-1.1950047,0.0,-0.41480085,-1.6633593,0,0
-4.9179983,-0.4718269,-1.1076008,2.9225037,-0.20272918,-0.6607406,0.0,0.27508613,-0.76891273,0,0
-4.9179983,-0.4718269,-1.1076008,2.9225037,-0.20272918,-0.6607406,0.0,0.27508613,-0.76891273,0,0
0.9241656,6.551107,0.63100016,-0.27135217,-0.4509264,2.7959313,0.0,0.6908622,-0.26317754,1,1
-0.051375195,-2.1056128,0.36699104,-2.5857747,0.35078064,0.931289,0.0,-0.8505774,-0.45991716,0,0
0.047064587,0.28620303,-2.5645392,1.1788033,0.39914316,-1.4098766,0.0,-1.0716691,-0.43766046,0,0
-0.60684687,-0.8863472,0.3320385,-2.3612087,0.30143625,-0.29821807,0.0,-1.1961669,-0.99534416,0,0
-0.18467067,-1.0351756,0.3750709,-3.3152199,0.7360309,0.035496607,0.0,-1.6906865,-0.15829034,0,0
-0.1594396,-0.7655441,-0.12597863,-0.62881356,-0.91979486,-1.017095,0.0,-1.1506367,-0.058250956,0,0
-0.7839702,-0.79951334,0.20610532,-1.867706,0.08406645,-0.3533024,0.0,-1.113452,-0.6753358,0,0
-0.67263126,-0.6088644,-0.41650534,0.25476167,-0.5302474,-1.2508637,0.0,-0.4998922,-0.24321336,0,0
2.692917,-0.6128694,0.16362351,7.908936,-0.26443183,-0.43057412,0.0,1.0159392,-0.5204499,1,1
-0.4305802,0.55793357,-0.85170424,-2.0295668,-0.4041661,-0.39420134,0.0,-1.2460066,-0.43408588,0,0
-4.6257105,-0.47313175,-1.1379732,2.1856608,-0.19484444,-0.5998318,0.0,0.21576346,0.09078599,0,0
-0.43348956,0.5762041,-0.8373371,-2.8511958,-0.41532698,0.19274496,0.0,-1.0106009,0.29427058,0,0
-0.20450936,-0.9350754,0.33378133,-2.557437,0.36900207,-0.238789,0.0,-1.3876294,-0.7651064,0,0
-0.16550876,-0.92407835,0.38067535,-2.4825933,0.40345323,-0.2928005,0.0,-1.3661019,-0.35502025,0,0
-0.14787635,-0.928115,0.38767818,-2.5525584,0.55422497,-0.18662421,0.0,-1.7512894,-0.85990065,0,0
-0.79893833,-0.7516087,-0.06605198,-1.0620788,-0.18952496,-0.48187009,0.0,-1.0084928,-0.82972586,0,0
-0.79893833,-0.7340721,-0.051569477,-1.0236251,-0.18952496,-0.47991785,0.0,-1.0084928,-0.844894,0,0
0.43607593,0.91353905,-1.0138303,-2.4261162,-0.5969459,0.38680267,0.0,-0.8170741,0.34109607,0,0
-0.45041388,0.5581873,-0.59788615,-2.896853,-0.6364776,0.13329434,0.0,-1.0721182,-0.59932774,0,0
-0.3129002,0.5133128,-2.4361296,-1.0918217,-0.051164217,-0.47934902,0.0,-1.7337941,-0.4841648,0,0
-0.22946064,-1.1926752,0.054530896,-2.7736,-0.35387877,0.14746347,0.0,-1.7177237,-0.31673405,0,0
-4.714718,-0.4730186,-1.0733676,2.9850004,-0.19678785,-0.8765012,0.0,0.23773324,-0.76891273,0,0
-0.38253188,0.56574297,-1.2843255,-1.6551545,-0.42980528,-0.404541,0.0,-1.2391372,-0.20325598,0,0
-0.30824453,0.4856095,-2.119989,1.017169,0.48742962,-1.4477062,0.0,-1.4873152,-1.4622545,0,0
-0.7436016,-0.7993901,0.4066656,-1.8484939,0.0986034,-0.35317913,0.0,-1.0595927,-0.714177,0,0
3.060929,-0.5441936,0.17108232,8.13948,-0.1542023,-0.3990118,0.0,1.5148213,-0.34309334,1,1
-0.32576275,0.4222235,-2.6805773,-0.106403455,0.70272624,-1.1710906,0.0,-1.8904877,-0.24225469,0,0
-2.409606,-0.5485456,0.3516423,0.6001827,-0.85822856,-1.0057718,0.0,-1.3836823,0.108800195,0,0
-0.25589156,0.44890368,-2.5117006,-1.0841738,0.019508703,-0.46900937,0.0,-1.7644306,-0.40216997,0,0
-0.70870453,-0.8152232,0.31486052,-1.8283011,0.124841034,-0.35348684,0.0,-1.1660923,-1.0686038,0,0
2.1885145,4.1690497,1.1448371,-1.3736072,1.1748796,2.4483616,0.0,0.9699688,-0.036813103,1,1
-2.4669375,-0.55475026,0.2403864,0.323294,-0.8854024,-1.2042581,0.0,-0.5720272,-1.6437306,0,0
-0.13672073,-1.067836,0.525831,-3.3458972,0.9243707,0.033926636,0.0,-1.7857649,-0.5211452,0,0
-2.5412095,-0.52741104,-0.29033476,1.0175449,-0.76288897,-1.1670727,0.0,-0.39458236,-1.6698962,0,0
-0.5047322,0.3617058,-0.15917642,-2.903724,-0.5497694,0.12971824,0.0,-0.9885215,0.09140204,0,0
-0.3850618,0.32722196,-0.44416356,-2.1011086,-0.9896575,0.033598922,0.0,-0.80803674,-0.0113154575,0,0
-2.5412095,-0.522844,-0.08462728,1.0728406,-0.76288897,-1.1670727,0.0,-0.38252154,-1.6633593,0,0
-0.5915737,0.26593956,-0.45106506,-2.1032662,-0.9704212,0.022670612,0.0,-0.88370734,-0.10975445,0,0
-0.9032516,-0.7498143,0.1449439,-1.0067079,-0.06896977,-0.4887058,0.0,-1.1021886,-0.8299828,0,0
-0.19704655,-0.72598225,-0.14866026,-0.81474805,-0.88650745,-1.1704879,0.0,0.072494246,-0.71050715,0,0
-0.4893713,0.38228476,-0.66895694,-2.886829,-0.41515183,0.21571401,0.0,-1.1796879,-0.21986479,0,0
-0.38313025,0.5353344,-2.1604688,-1.1086122,-0.08588601,-0.47934902,0.0,-1.7275814,-0.47763214,0,0
-0.18549453,-0.91809,0.36485425,-2.2616458,0.27411082,-0.37416923,0.0,-1.3072535,-0.11435951,0,0
-0.72328705,-0.7016604,-0.23511203,-1.1531931,-0.18623377,-0.4799769,0.0,-0.9065375,-0.7283911,0,0
-2.3743515,-0.5368318,-0.032673463,0.66291106,-0.8328073,-1.0057718,0.0,-1.1779455,0.063451245,0,0
-0.6570088,-0.80622077,0.305475,-2.0768769,0.2304837,-0.35348684,0.0,-1.2894548,-0.70810527,0,0
-0.19115652,-0.9222503,0.5338072,-2.6341057,0.67711985,-0.233194,0.0,-1.7884399,-0.8560157,0,0
-0.3628046,0.30900002,0.23990881,-0.11139558,-1.131106,-1.1959906,0.0,0.79573524,-0.59779686,0,0
-0.37460274,0.3804848,-0.7972614,-2.8447278,-0.3823798,0.21571401,0.0,-1.140143,0.0041424446,0,0
-2.5166554,-0.52871585,-0.25867167,1.021823,-0.75407743,-1.1131759,0.0,-0.29649225,-0.98069274,0,0
-0.03380285,0.09362337,-0.10408475,-0.6773344,-0.93699956,-1.1703149,0.0,0.62468266,-0.768762,0,0
-2.5529845,-0.53350484,-0.12448612,0.58957726,-0.8599811,-1.1950047,0.0,-0.41480085,-1.6633593,0,0
-0.396505,0.3935561,-1.1063697,-1.5102441,-0.62468666,-0.39499125,0.0,-1.4578499,-0.9650294,0,0
-0.29579177,-0.8559667,-0.27301338,2.4013805,-0.27348948,1.8139414,0.0,-0.9257666,-0.6098733,0,1
-0.13577615,-0.92208076,0.46133643,-2.3518126,0.695643,-0.18973091,0.0,-1.7542764,-1.0357094,0,0
-4.1707554,-0.41758156,-1.0696474,3.0816748,-0.6595734,-1.078676,0.0,0.36140904,-0.7698944,0,0
-2.2917724,-0.58962506,-0.18466477,0.15156706,-0.8224882,-1.0803479,0.0,-0.2815668,-0.5918746,0,0
-0.4962259,0.3891575,-0.5937124,-3.0011005,-0.5394206,0.21674298,0.0,-1.2342832,-0.4600454,0,0
-2.4745274,-0.55475026,0.2630378,0.32341215,-0.8854024,-1.2042581,0.0,-0.579617,-1.6513205,0,0
-0.39005113,0.4169126,-0.9767752,-1.7372698,-0.44872254,-0.38257462,0.0,-1.1678904,-0.54198337,0,0
-0.09634264,0.49377894,-2.4045672,0.9652186,0.5065383,-1.3934264,0.0,-1.51265,-0.33870676,0,0
-0.14299978,-0.97231996,0.36216307,-3.3484461,0.918428,0.033926636,0.0,-1.7877171,-0.16823407,0,0
-0.7304466,0.5071878,-0.3569017,-2.0372221,-1.0152655,0.03537271,0.0,-0.94340676,-0.1145893,0,0
0.3897295,0.7505006,-0.5689305,-2.7052295,-0.508512,0.31755817,0.0,-0.85149306,-0.020722628,0,0
-0.73406017,-0.6993458,0.014960705,-1.0710067,-0.26120096,-0.48876485,0.0,-1.0385801,-0.7981503,0,0
-0.27719733,-0.97172093,0.4107212,-2.210522,0.15205972,-0.3570347,0.0,-1.2965356,-0.7035322,0,0
-0.715394,-0.6750256,-0.10543002,-1.0091399,-0.19975252,-0.5366363,0.0,-0.96210986,-0.34907043,0,0
-0.20276026,0.32000116,-2.1935034,-1.2829232,-0.06986595,-0.45897666,0.0,-1.6949248,-1.1250019,0,0
-0.49481863,0.36835304,-0.45261297,-2.9818904,-0.5439585,0.21571401,0.0,-1.0664742,0.25988904,0,0
-2.5529845,-0.53350484,-0.12448612,0.58957726,-0.8599811,-1.1950047,0.0,-0.41480085,-1.6633593,0,0
-4.65789,-0.4743234,-1.1037399,2.6818876,-0.19587924,-0.86306715,0.0,0.32663962,-0.44588485,0,0
-2.5703993,-0.5472408,0.19279096,0.5188657,-0.87715125,-1.1950047,0.0,-0.45036414,-1.6535044,0,0
-0.35844705,-0.85045946,-0.11601981,-1.0910423,-0.17826128,-0.4799769,0.0,-1.1909913,-1.0967017,0,0
-4.9179983,-0.4718269,-1.1076008,2.9225037,-0.20272918,-0.6607406,0.0,0.27508613,-0.76891273,0,0
-2.3625765,-0.5241489,-0.052964143,1.144325,-0.73571515,-0.97783977,0.0,-1.1694152,0.063451245,0,0
-0.28145927,0.426957,-2.084608,-1.1359775,-0.018066566,-0.45671985,0.0,-1.62438,-0.6857071,0,0
0.4103228,0.54652315,-0.017587025,-2.5123143,-0.69972986,0.12705456,0.0,-0.6922781,0.14117837,0,0
-4.9179983,-0.4718269,-1.1076008,2.9225037,-0.20272918,-0.6607406,0.0,0.27508613,-0.76891273,0,0
-0.10116274,-1.1893849,0.24278903,-2.827975,0.2536533,0.13407241,0.0,-1.7508954,-0.3641428,0,0
-0.3205918,-1.0577935,0.54840386,-3.347019,0.9336171,0.033533245,0.0,-1.65577,-0.21377717,0,0
-0.21402262,-0.9921454,0.371873,-2.512774,0.4093868,-0.23872997,0.0,-1.3882881,-0.9869319,0,0
